id,url,title,description,priority,topic,topicid,stemd,topTerms,topStems
http://www.anbg.gov.au/chabg/bg-dir/067.html,http://www.anbg.gov.au/chabg/bg-dir/067.html,Kyneton Botanical Gardens,"Details of location, contacts, facts and figures. Provided by the Directory of Australian Botanic Gardens and Arboreta.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/K/Kyneton/Travel_and_Tourism/Attractions,top_regional_oceania_australia_victoria_localities_k_kyneton_travel_and_tourism_attractions,"top region oceania australia victoria local k kyneton travel and tourism attractionsdetail of location, contacts, fact and figures. provid by the directori of australian botan garden and arboreta.kyneton botan garden",,
http://www.laburnumps.vic.edu.au/,http://www.laburnumps.vic.edu.au/,Laburnum Primary School,"General information, programs and photo gallery of special events.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Laburnum/Education,top_regional_oceania_australia_victoria_localities_l_laburnum_education,"top region oceania australia victoria local l laburnum educationgener information, program and photo galleri of special events.laburnum primari school",,
http://www.crispybatter.com.au/,http://www.crispybatter.com.au/,Crispy Batter,"No gluten, no wheat, no yeast, no added salt suitable for coeliac, asthma and other allergy suffers. Product information and where it can be purchsed.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_business_and_economy,"top region oceania australia victoria local l lake entranc busi and economyno gluten, no wheat, no yeast, no ad salt suitabl for coeliac, asthma and other allergi suffers. product inform and where it can be purchsed.crispi batter",,
http://home.vicnet.net.au/~lefhrc/Index.html,http://home.vicnet.net.au/~lefhrc/Index.html,Lakes Entrance Family History Society,"Provides resources for tracing family histories. List of holdings, publications, research requests and events.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Society_and_Culture/Genealogy,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_society_and_culture_genealogy,"top region oceania australia victoria local l lake entranc societi and cultur genealogyprovid resourc for trace famili histories. list of holdings, publications, research request and events.lak entranc famili histori societi",,
http://www.koonwarrapark.com.au/,http://www.koonwarrapark.com.au/,Koonwarra Family Holiday Park,"Offers luxury villas, deluxe Cabins, flats, a 3 bedroom house and Caravan powered sites. We cater for families and groups.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Travel_and_Tourism/Accommodation,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_travel_and_tourism_accommodation,"top region oceania australia victoria local l lake entranc travel and tourism accommodationoff luxuri villas, delux cabins, flats, a 3 bedroom hous and caravan power sites. we cater for famili and groups.koonwarra famili holiday park",,
http://www.anchorageunits.com/,http://www.anchorageunits.com/,Anchorage Holiday Units,"Holiday units. Photos, map and booking form.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Travel_and_Tourism/Accommodation,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_travel_and_tourism_accommodation,"top region oceania australia victoria local l lake entranc travel and tourism accommodationholiday units. photos, map and book form.anchorag holiday unit",,
http://www.echobeachpark.com/,http://www.echobeachpark.com/,Echo Beach Park,Family oriented park catering for tourists of all ages. Our park is situated in the middle of the tourist area of town. Facilities list and contact details.,-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Travel_and_Tourism/Accommodation,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_travel_and_tourism_accommodation,top region oceania australia victoria local l lake entranc travel and tourism accommodationfamili orient park cater for tourist of all ages. our park is situat in the middl of the tourist area of town. facil list and contact details.echo beach park,,"park, "
http://www.lazyacre.com/,http://www.lazyacre.com/,Lazy Acre Log Cabins,"Set on an acre of land in the heart of Lakes Entrance, the nine Log Cabins are nestled among age old gum trees, established gardens and manicured lawns.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Travel_and_Tourism/Accommodation,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_travel_and_tourism_accommodation,"top region oceania australia victoria local l lake entranc travel and tourism accommodationset on an acr of land in the heart of lake entrance, the nine log cabin are nestl among age old gum trees, establish garden and manicur lawns.lazi acr log cabin",,
http://www.northarmpark.com/,http://www.northarmpark.com/,North Arm,Tourist park accommodation with own jetty and direct access to the Gippsland Lakes.,-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Travel_and_Tourism/Accommodation,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_travel_and_tourism_accommodation,top region oceania australia victoria local l lake entranc travel and tourism accommodationtourist park accommod with own jetti and direct access to the gippsland lakes.north arm,,
http://www.coastalstays.com/coastalwaters/,http://www.coastalstays.com/coastalwaters/,Best Western Coastal Waters Motor Inn,"Accommodation, on the Esplanade, a short walk to the shops.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Travel_and_Tourism/Accommodation,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_travel_and_tourism_accommodation,"top region oceania australia victoria local l lake entranc travel and tourism accommodationaccommodation, on the esplanade, a short walk to the shops.best western coastal water motor inn",,
http://www.concertosbythelake.com/,http://www.concertosbythelake.com/,Concertos By The Lake,"Bed and breakfast accommodation with absolute water frontage in Lakes Entrance, Gippsland, Victoria, Australia. Rates and testimonials.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Travel_and_Tourism/Accommodation/Bed_and_Breakfast,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_travel_and_tourism_accommodation_bed_and_breakfast,"top region oceania australia victoria local l lake entranc travel and tourism accommod bed and breakfastb and breakfast accommod with absolut water frontag in lake entrance, gippsland, victoria, australia. rate and testimonials.concerto by the lake",,
http://www.goldsmithsintheforest.com.au/,http://www.goldsmithsintheforest.com.au/,Goldsmith's in the Forest Bed and Breakfast,"Fine food in the Forest, guided forest walks, bird and wombat watching. Modern Australian style accommodation with local timberwork, glass and paintings close to the beaches.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Travel_and_Tourism/Accommodation/Bed_and_Breakfast,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_travel_and_tourism_accommodation_bed_and_breakfast,"top region oceania australia victoria local l lake entranc travel and tourism accommod bed and breakfastfin food in the forest, guid forest walks, bird and wombat watching. modern australian style accommod with local timberwork, glass and paint close to the beaches.goldsmith in the forest bed and breakfast",,"forest, "
http://dejavu1.homestead.com/,http://dejavu1.homestead.com/,Déjà Vu Boutique Accommodation,"Bed and breakfast accommodation on water frontage, Photos, map, virtual tour and contact details.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lakes_Entrance/Travel_and_Tourism/Accommodation/Bed_and_Breakfast,top_regional_oceania_australia_victoria_localities_l_lakes_entrance_travel_and_tourism_accommodation_bed_and_breakfast,"top region oceania australia victoria local l lake entranc travel and tourism accommod bed and breakfastb and breakfast accommod on water frontage, photos, map, virtual tour and contact details.déjà vu boutiqu accommod",,"accommodation, "
http://www.lakemountainresort.com.au/,http://www.lakemountainresort.com.au/,Lake Mountain,"Profiles area with directory of events, facilities and activities, with snow reports and cams.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lake_Mountain,top_regional_oceania_australia_victoria_localities_l_lake_mountain,"top region oceania australia victoria local l lake mountainprofil area with directori of events, facil and activities, with snow report and cams.lak mountain",,
http://www.thecakebox.com.au/,http://www.thecakebox.com.au/,The Cake Box,"Specialise in wedding, birthday and speciality cakes.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lalor,top_regional_oceania_australia_victoria_localities_l_lalor,"top region oceania australia victoria local l lalorspecialis in wedding, birthday and special cakes.th cake box",,
http://www.lalornorthps.vic.edu.au/,http://www.lalornorthps.vic.edu.au/,Lalor North Primary School,"A Victorian Government school. Includes newsletters, curriculum information, facilities and projects.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lalor/Education,top_regional_oceania_australia_victoria_localities_l_lalor_education,"top region oceania australia victoria local l lalor educationa victorian govern school. includ newsletters, curriculum information, facil and projects.lalor north primari school",,
http://www.peterlalor.vic.edu.au/,http://www.peterlalor.vic.edu.au/,Peter Lalor College,"Co-educational state secondary college. School profile, curriculum, facilities and student services.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lalor/Education,top_regional_oceania_australia_victoria_localities_l_lalor_education,"top region oceania australia victoria local l lalor educationco-educ state secondari college. school profile, curriculum, facil and student services.pet lalor colleg",,
http://www.sclalorwest.catholic.edu.au/,http://www.sclalorwest.catholic.edu.au/,St Catherine's Catholic Primary School,Catholic primary school. Includes contact details.,-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lalor/Education,top_regional_oceania_australia_victoria_localities_l_lalor_education,top region oceania australia victoria local l lalor educationcathol primari school. includ contact details.st catherin cathol primari school,,
http://www.langwarrincc.org.au/,http://www.langwarrincc.org.au/,Langwarrin Community Centre,Provides a range of community services. Overview of courses and enrolment information.,-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Langwarrin,top_regional_oceania_australia_victoria_localities_l_langwarrin,top region oceania australia victoria local l langwarrinprovid a rang of communiti services. overview of cours and enrol information.langwarrin communiti centr,,
http://www.langwarrinps.vic.edu.au/,http://www.langwarrinps.vic.edu.au/,Langwarrin Primary School,"A Victorian Government school. Includes newsletters, information for parents, school farm and curriculum information.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Langwarrin/Education,top_regional_oceania_australia_victoria_localities_l_langwarrin_education,"top region oceania australia victoria local l langwarrin educationa victorian govern school. includ newsletters, inform for parents, school farm and curriculum information.langwarrin primari school",,"school, "
http://web.sjlangwarrin.catholic.edu.au/,http://web.sjlangwarrin.catholic.edu.au/,St. Jude's Primary School,"Catholic primary school. Curriculum, calendar and newsletter.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Langwarrin/Education,top_regional_oceania_australia_victoria_localities_l_langwarrin_education,"top region oceania australia victoria local l langwarrin educationcathol primari school. curriculum, calendar and newsletter.st. jude primari school",,
"http://en.wikipedia.org/wiki/Lara,_Victoria","http://en.wikipedia.org/wiki/Lara,_Victoria","Wikipedia: Lara, Victoria",Provides an overview of the Lara area.,-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara,top_regional_oceania_australia_victoria_localities_l_lara,"top region oceania australia victoria local l laraprovid an overview of the lara area.wikipedia: lara, victoria",,
http://www.airradiators.com.au/,http://www.airradiators.com.au/,Air Radiators,"Industrial radiator manufacturer. Provides product descriptions, applications, services and a company profile.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economyindustri radiat manufacturer. provid product descriptions, applications, servic and a compani profile.air radiat",,
http://www.ladesigns.com.au/,http://www.ladesigns.com.au/,LA Designs Custom Paint Studio,"Custom painting studio specialising in motorsport designs on helmets, cars, trailers, jetskis, and motorcycles.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economycustom paint studio specialis in motorsport design on helmets, cars, trailers, jetskis, and motorcycles.la design custom paint studio",,
http://www.modernolives.com.au/,http://www.modernolives.com.au/,Modern Olives,"An Australian olive company supplying olive trees of most varieties, olive specific technical advice and research, and olive oil processing services.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economyan australian oliv compani suppli oliv tree of most varieties, oliv specif technic advic and research, and oliv oil process services.modern oliv","olive, ","olive, "
http://www.ancbirdcontrol.com.au/,http://www.ancbirdcontrol.com.au/,ANC Bird Control,"Bird control services for the protection of property and people. Include services, and a description of damage caused by feral birds.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economybird control servic for the protect of properti and people. includ services, and a descript of damag caus by feral birds.anc bird control",,
http://www.elchopark.com.au/,http://www.elchopark.com.au/,Elcho Park Pet Hotel,"Provides temporary accommodation for dogs and cats, and dog training. Includes services offered, rates and qualifications.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economyprovid temporari accommod for dog and cats, and dog training. includ servic offered, rate and qualifications.elcho park pet hotel",,
http://racerimports.com.au/,http://racerimports.com.au/,Racer Imports,"Importer of off road racing equipment and accessories. Provides a catalogue of imported products, company information and links to racing equipment manufacturers.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economyimport of off road race equip and accessories. provid a catalogu of import products, compani inform and link to race equip manufacturers.rac import",,
http://www.josies.com.au/,http://www.josies.com.au/,Josie's Transport Group,"Courier and transport operator. Provides company profile, services and quote request form.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economycouri and transport operator. provid compani profile, servic and quot request form.josi transport group",,
http://www.riordangrains.com.au/,http://www.riordangrains.com.au/,Riordan Grain Services,"Supplier of grain and grain-related services, including transport, storage and cleaning. Provides company profile, description of services and pricing.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economysuppli of grain and grain-rel services, includ transport, storag and cleaning. provid compani profile, descript of servic and pricing.riordan grain servic",,"services, grain, "
http://www.roraimanursery.com.au/,http://www.roraimanursery.com.au/,Roraima Nursery,"Specialising in unusual, exotic and architectural plants, offering a large variety of cacti, succulents, natives, perennials, ferns and palms. Includes online sales.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economyspecialis in unusual, exot and architectur plants, offer a larg varieti of cacti, succulents, natives, perennials, fern and palms. includ onlin sales.roraima nurseri",,
http://www.boomaroo.com/,http://www.boomaroo.com/,Boomaroo Nurseries,"Vegetable seedling production for growers and wholesale Greenlife pot plant supply. Pictorial and video tours, history, news, and varieties.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economyveget seedl product for grower and wholesal greenlif pot plant supply. pictori and video tours, history, news, and varieties.boomaroo nurseri",,
http://www.parcor.com.au/,http://www.parcor.com.au/,PARCOR,"Provides risk management, occupational health and safety, emergency management and fire regulatory requirements support for the workplace, though training and consultancy.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economyprovid risk management, occup health and safety, emerg manag and fire regulatori requir support for the workplace, though train and consultancy.parcor",,
http://www.envirorisk.com.au/,http://www.envirorisk.com.au/,EnviroRisk Management,"Offers environmental management services, including planning, auditing, software tools and assessments. Provides detailed description of services, articles and organisation profile.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economyoff environment manag services, includ planning, auditing, softwar tool and assessments. provid detail descript of services, articl and organis profile.envirorisk manag",,
http://gobushcamping.com.au/,http://gobushcamping.com.au/,Go Bush Camping,Off and on-road camper trailer hire and camping equipment sales.,-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,top region oceania australia victoria local l lara busi and economyoff and on-road camper trailer hire and camp equip sales.go bush camp,,
http://www.avaloncattery.com.au/,http://www.avaloncattery.com.au/,McIntyre Park & Avalon Cattery,"Cat boarding service including pickup/delivery. Gallery, rates, health requirements.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economycat board servic includ pickup/delivery. gallery, rates, health requirements.mcintyr park & avalon catteri",,
http://www.rrgroupvic.com.au/,http://www.rrgroupvic.com.au/,R & R Group (VIC) Pty Ltd,"Specialised service in facade cladding, in particular composite panelling, for domestic and commercial industries.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy,"top region oceania australia victoria local l lara busi and economyspecialis servic in facad cladding, in particular composit panelling, for domest and commerci industries.r & r group (vic) pti ltd",,
http://www.careyfn.com.au/,http://www.careyfn.com.au/,Carey First National,"A locally owned real estate agent offering residential, rural, sub-division and commercial real estate services.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Business_and_Economy/Real_Estate,top_regional_oceania_australia_victoria_localities_l_lara_business_and_economy_real_estate,"top region oceania australia victoria local l lara busi and economi real estatea local own real estat agent offer residential, rural, sub-divis and commerci real estat services.carey first nation",,
http://www.laraps.vic.edu.au/,http://www.laraps.vic.edu.au/,Lara Primary School,"Includes information on the school s garden, art, wool and teddy bear projects.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Education,top_regional_oceania_australia_victoria_localities_l_lara_education,"top region oceania australia victoria local l lara educationinclud inform on the school s garden, art, wool and teddi bear projects.lara primari school",,
http://www.larasc.vic.edu.au/,http://www.larasc.vic.edu.au/,Lara Secondary College,"The public secondary school, providing a curriculum guide, newsletters, events and employment vacancies.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Education,top_regional_oceania_australia_victoria_localities_l_lara_education,"top region oceania australia victoria local l lara educationth public secondari school, provid a curriculum guide, newsletters, event and employ vacancies.lara secondari colleg",,
http://www.laralake.vic.edu.au/,http://www.laralake.vic.edu.au/,Lara Lake Primary School,"A public primary school in the Lara Lake area, including programs, newsletters, events and contacts.",-1,Top/Regional/Oceania/Australia/Victoria/Localities/L/Lara/Education,top_regional_oceania_australia_victoria_localities_l_lara_education,"top region oceania australia victoria local l lara educationa public primari school in the lara lake area, includ programs, newsletters, event and contacts.lara lake primari school",,
